Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg,Pesticide_Name,Pesticide_Amount_kg
Pulses,Maharashtra,Rabi,22.41,38.73,6.68,50.51,NPK,91.16,Thiamethoxam,1.392
Pulses,Bihar,Kharif,29.65,70.07,6.78,25.68,NPK,94.38,Mancozeb,2.282
Pulses,Punjab,Zaid,30.52,65.23,6.33,36.15,Compost,49.43,Mancozeb,2.068
Wheat,Odisha,Rabi,26.31,92.77,6.35,52.16,Urea,145.51,Propiconazole,3.799
Rice,Punjab,Kharif,31.46,80.59,6.59,43.53,MOP,153.33,Cartap Hydrochloride,4.208
Pulses,Bihar,Kharif,33.78,95.75,6.47,45.13,Compost,60.04,Thiamethoxam,3.808
Cotton,Maharashtra,Rabi,25.23,62.81,6.34,25.53,Potash,137.99,Acephate,2.376
Maize,Maharashtra,Kharif,24.44,69.83,6.94,35.43,Compost,68.77,Imidacloprid,2.394
Pulses,Maharashtra,Kharif,23.65,87.5,6.53,36.94,NPK,110.87,Imidacloprid,3.088
Cotton,Bihar,Rabi,30.4,73.01,6.82,49.02,Compost,105.06,Acephate,3.808
Mustard,Maharashtra,Zaid,33.2,76.85,5.84,40.33,Urea,116.32,Mancozeb,3.363
Maize,Odisha,Zaid,29.89,77.44,8.33,40.39,DAP,107.07,Imidacloprid,3.129
Maize,Maharashtra,Kharif,33.23,63.76,6.82,51.12,DAP,117.84,Imidacloprid,2.531
Rice,Tamil Nadu,Rabi,30.49,75.85,6.15,21.51,MOP,148.51,Cartap Hydrochloride,4.261
Rice,Rajasthan,Rabi,32.67,82.76,7.19,38.77,DAP,153.2,Chlorpyrifos,4.893
Wheat,Odisha,Rabi,24.5,69.98,6.6,40.87,Urea,134.16,Carbendazim,2.01
Maize,Bihar,Kharif,28.69,61.12,7.32,31.1,DAP,114.76,Imidacloprid,2.249
Wheat,Punjab,Zaid,24.19,81.91,7.33,55.33,NPK,139.37,Carbendazim,2.16
Wheat,Tamil Nadu,Rabi,24.11,52.31,6.95,34.55,Urea,134.03,Mancozeb,1.634
Pulses,Punjab,Rabi,28.38,76.21,7.23,30.92,Compost,51.55,Thiamethoxam,2.506
Wheat,Odisha,Rabi,26.33,36.19,5.38,41.26,NPK,129.6,Carbendazim,1.657
Wheat,Maharashtra,Rabi,24.45,67.48,6.07,14.13,SSP,113.66,Mancozeb,2.358
Maize,Odisha,Zaid,31.31,91.46,6.75,43.5,Compost,77.64,Chlorantraniliprole,4.739
Rice,Karnataka,Zaid,31.29,55.64,7.35,56.79,MOP,149.43,Cartap Hydrochloride,3.272
Cotton,Tamil Nadu,Kharif,28.12,70.01,6.46,39.91,Compost,105.96,Acephate,3.755
Sugarcane,Tamil Nadu,Kharif,24.22,53.72,6.85,40.45,Potash,197.9,Imidacloprid,2.527
Cotton,Bihar,Kharif,25.57,63.82,5.87,73.06,Compost,104.94,Imidacloprid,2.631
Maize,Punjab,Kharif,26.31,91.02,6.47,22.23,Urea,131.12,Chlorantraniliprole,4.391
Sugarcane,Punjab,Rabi,25.95,80.43,6.95,33.52,NPK,245.53,Chlorpyrifos,4.583
Maize,Maharashtra,Rabi,22.97,62.5,6.2,65.53,Urea,117.84,Chlorantraniliprole,2.472
Maize,Bihar,Kharif,26.81,67.52,5.69,46.38,Urea,124.0,Lambda-Cyhalothrin,3.461
Groundnut,Bihar,Kharif,26.7,82.28,6.94,18.73,Compost,58.57,Chlorpyrifos,3.522
Pulses,Odisha,Kharif,27.39,78.66,6.53,45.29,DAP,90.13,Mancozeb,2.995
Mustard,Rajasthan,Kharif,22.09,57.32,6.21,67.42,Compost,71.49,Imidacloprid,1.624
Pulses,Rajasthan,Kharif,30.17,78.48,8.01,53.64,NPK,97.13,Mancozeb,3.016
Groundnut,Tamil Nadu,Kharif,35.86,71.59,5.95,57.03,Urea,115.15,Carbendazim,2.721
Pulses,Uttar Pradesh,Zaid,27.59,67.97,5.46,45.2,Compost,56.25,Imidacloprid,1.818
Groundnut,Odisha,Rabi,26.9,59.02,6.59,41.66,Compost,66.73,Dimethoate,1.895
Wheat,Bihar,Zaid,26.95,67.32,7.1,41.64,NPK,131.85,Carbendazim,1.841
Maize,Karnataka,Kharif,34.32,61.15,5.98,36.36,DAP,116.06,Chlorantraniliprole,2.831
Cotton,Uttar Pradesh,Rabi,33.66,48.95,5.8,25.76,NPK,174.77,Buprofezin,2.468
Cotton,Rajasthan,Kharif,41.01,79.19,5.85,43.55,NPK,186.52,Acephate,4.567
Groundnut,Maharashtra,Rabi,30.4,60.54,6.5,22.3,Compost,66.05,Carbendazim,1.569
Wheat,Karnataka,Zaid,26.31,65.49,6.18,36.75,SSP,116.93,Mancozeb,2.182
Pulses,Bihar,Kharif,29.47,66.87,6.5,25.79,DAP,85.87,Thiamethoxam,2.144
Groundnut,Odisha,Rabi,18.69,83.18,6.48,41.8,Gypsum,60.73,Dimethoate,3.289
Pulses,Odisha,Rabi,22.26,69.71,6.56,36.61,DAP,81.12,Mancozeb,2.035
Maize,Rajasthan,Kharif,27.89,60.06,6.05,30.43,DAP,108.46,Chlorantraniliprole,2.385
Maize,Odisha,Rabi,26.82,66.97,6.51,12.14,DAP,111.49,Imidacloprid,2.387
Maize,Punjab,Zaid,28.75,54.44,7.19,45.11,DAP,116.95,Lambda-Cyhalothrin,2.799
Pulses,Tamil Nadu,Kharif,32.56,73.02,7.06,25.58,NPK,100.64,Mancozeb,2.412
Wheat,Punjab,Rabi,25.08,72.3,7.02,39.91,Urea,137.44,Mancozeb,2.819
Pulses,Punjab,Rabi,33.17,75.81,6.52,35.23,NPK,97.83,Mancozeb,2.813
Rice,Karnataka,Rabi,27.72,52.97,7.32,31.82,MOP,143.53,Chlorpyrifos,3.347
Groundnut,Rajasthan,Zaid,31.35,55.5,5.56,58.05,Gypsum,49.02,Carbendazim,2.36
Mustard,Punjab,Zaid,20.18,55.48,6.62,43.36,SSP,101.17,Carbendazim,1.253
Wheat,Bihar,Kharif,24.12,77.92,6.31,35.51,SSP,126.46,Carbendazim,2.201
Maize,Uttar Pradesh,Zaid,29.79,69.22,6.21,30.74,Urea,119.53,Lambda-Cyhalothrin,3.238
Cotton,Odisha,Zaid,33.37,81.86,5.56,37.36,Potash,147.11,Imidacloprid,4.207
Wheat,Uttar Pradesh,Rabi,32.29,67.22,7.18,44.8,NPK,138.09,Carbendazim,2.222
Rice,Odisha,Zaid,26.52,66.2,7.33,35.56,Urea,164.27,Chlorpyrifos,3.77
Rice,Rajasthan,Rabi,31.7,78.51,6.11,28.9,Urea,170.55,Imidacloprid,3.886
Cotton,Tamil Nadu,Zaid,33.91,68.38,5.64,43.74,NPK,182.3,Buprofezin,2.938
Mustard,Uttar Pradesh,Rabi,30.32,80.67,6.54,54.97,Compost,79.97,Carbendazim,2.629
Groundnut,Uttar Pradesh,Rabi,31.4,66.66,6.27,32.88,Compost,54.95,Chlorpyrifos,2.655
Cotton,Rajasthan,Rabi,22.31,66.18,6.66,56.65,NPK,199.26,Acephate,3.203
Cotton,Bihar,Zaid,31.39,75.23,6.29,41.3,Compost,101.71,Buprofezin,3.564
Sugarcane,Uttar Pradesh,Zaid,26.4,66.79,5.93,42.54,Potash,193.28,Imidacloprid,3.595
Maize,Maharashtra,Rabi,19.17,57.23,5.93,44.5,DAP,116.41,Imidacloprid,2.087
Mustard,Maharashtra,Zaid,27.81,59.78,6.51,30.68,Urea,111.8,Imidacloprid,1.962
Rice,Bihar,Zaid,19.54,96.54,5.77,54.66,Urea,170.25,Imidacloprid,4.397
Sugarcane,Odisha,Rabi,34.4,68.59,7.4,43.61,Urea,235.33,Imidacloprid,3.768
Rice,Tamil Nadu,Kharif,26.28,69.52,6.05,62.73,Urea,174.66,Cartap Hydrochloride,3.842
Pulses,Maharashtra,Rabi,29.07,99.32,5.85,29.39,NPK,103.84,Imidacloprid,3.623
Sugarcane,Uttar Pradesh,Zaid,31.82,67.92,6.58,41.83,NPK,242.9,Malathion,4.476
Mustard,Tamil Nadu,Kharif,33.93,65.34,7.26,43.67,SSP,101.94,Imidacloprid,2.059
Rice,Odisha,Zaid,28.85,60.72,6.31,28.51,DAP,148.04,Imidacloprid,2.493
Sugarcane,Tamil Nadu,Rabi,29.54,82.0,6.83,38.86,NPK,248.02,Chlorpyrifos,4.928
Pulses,Bihar,Zaid,24.3,61.89,6.06,36.87,DAP,87.33,Thiamethoxam,1.512
Maize,Maharashtra,Rabi,31.08,64.95,6.6,51.15,Urea,125.91,Lambda-Cyhalothrin,3.121
Sugarcane,Maharashtra,Kharif,28.93,78.11,7.41,42.94,Potash,197.63,Malathion,4.711
Rice,Bihar,Kharif,25.32,100,6.7,36.23,MOP,149.57,Cartap Hydrochloride,5.158
Cotton,Rajasthan,Kharif,28.23,61.86,7.16,35.13,NPK,182.59,Imidacloprid,2.905
Cotton,Punjab,Rabi,31.52,75.37,7.43,49.95,Compost,108.1,Buprofezin,3.162
Wheat,Rajasthan,Rabi,23.71,58.6,6.73,41.43,Urea,126.32,Mancozeb,1.625
Pulses,Uttar Pradesh,Rabi,33.78,75.68,6.55,26.6,Compost,60.02,Thiamethoxam,2.578
Rice,Odisha,Zaid,23.14,65.46,5.4,36.91,MOP,137.11,Imidacloprid,2.601
Pulses,Punjab,Kharif,27.65,83.06,6.71,62.74,NPK,105.78,Thiamethoxam,3.182
Maize,Rajasthan,Zaid,29.89,72.63,6.36,37.26,DAP,117.13,Chlorantraniliprole,3.233
Wheat,Uttar Pradesh,Rabi,26.38,61.58,6.34,28.74,NPK,139.18,Mancozeb,1.775
Sugarcane,Uttar Pradesh,Zaid,26.23,72.67,7.02,37.48,Potash,191.91,Malathion,4.187
Mustard,Punjab,Rabi,33.46,90.84,6.67,61.05,SSP,112.52,Carbendazim,2.917
Wheat,Maharashtra,Zaid,27.5,81.17,6.82,29.73,NPK,136.52,Propiconazole,3.169
Mustard,Uttar Pradesh,Rabi,23.99,54.93,5.59,28.12,SSP,96.53,Carbendazim,1.078
Cotton,Tamil Nadu,Rabi,29.37,62.56,7.52,43.25,NPK,178.49,Acephate,2.917
Rice,Bihar,Kharif,28.01,74.99,5.9,34.93,MOP,145.33,Imidacloprid,3.272
Mustard,Punjab,Rabi,28.05,62.64,6.36,46.81,Compost,73.98,Carbendazim,1.478
Sugarcane,Karnataka,Rabi,21.59,61.65,6.64,41.36,NPK,240.64,Chlorpyrifos,3.673
Groundnut,Punjab,Kharif,33.81,61.78,6.16,32.83,Gypsum,53.92,Dimethoate,2.64
Mustard,Punjab,Kharif,31.05,82.1,5.9,56.87,Urea,120.18,Mancozeb,3.873
Rice,Odisha,Rabi,25.3,72.59,5.78,39.93,DAP,150.01,Cartap Hydrochloride,3.655
Sugarcane,Maharashtra,Kharif,28.54,71.5,6.69,22.52,NPK,245.34,Imidacloprid,3.272
Groundnut,Uttar Pradesh,Zaid,28.79,92.25,6.87,43.88,Urea,116.58,Chlorpyrifos,4.8
Cotton,Rajasthan,Kharif,38.34,30.6,6.95,52.26,Potash,154.34,Buprofezin,2.745
Groundnut,Bihar,Zaid,22.98,78.35,6.01,40.23,Gypsum,45.68,Carbendazim,2.144
Pulses,Odisha,Kharif,25.38,64.8,6.69,40.5,DAP,93.62,Imidacloprid,1.798
Groundnut,Uttar Pradesh,Zaid,21.82,48.01,5.77,27.04,Compost,54.23,Dimethoate,1.667
Wheat,Punjab,Rabi,28.06,62.87,5.8,46.24,Urea,134.51,Carbendazim,1.913
Rice,Rajasthan,Kharif,24.43,73.12,5.91,35.94,Urea,159.0,Imidacloprid,2.978
Maize,Punjab,Zaid,28.72,73.64,6.53,45.24,Urea,134.36,Chlorantraniliprole,3.585
Groundnut,Rajasthan,Kharif,28.16,63.72,7.03,27.34,Urea,94.02,Chlorpyrifos,2.427
Pulses,Bihar,Rabi,25.98,96.97,5.84,38.78,NPK,96.51,Mancozeb,4.02
Rice,Punjab,Zaid,28.07,67.26,6.47,49.71,DAP,161.89,Cartap Hydrochloride,3.727
Wheat,Bihar,Rabi,18,78.51,6.34,16.66,SSP,119.3,Mancozeb,2.643
Pulses,Rajasthan,Zaid,20.05,54.34,6.84,36.25,NPK,97.93,Imidacloprid,1.382
Rice,Karnataka,Zaid,27.64,51.5,6.55,43.58,DAP,154.24,Cartap Hydrochloride,3.177
Mustard,Karnataka,Zaid,18.01,80.06,6.99,16.54,Urea,111.18,Mancozeb,2.328
Pulses,Uttar Pradesh,Kharif,29.32,84.63,6.16,50.89,DAP,104.52,Thiamethoxam,3.301
Pulses,Odisha,Zaid,28.46,64.36,7.56,37.54,Compost,52.69,Thiamethoxam,1.93
Wheat,Bihar,Rabi,30.76,58.03,7.02,23.85,SSP,114.92,Propiconazole,1.928
Wheat,Uttar Pradesh,Kharif,26.92,64.08,6.21,33.35,Urea,126.34,Mancozeb,2.173
Mustard,Uttar Pradesh,Rabi,25.41,57.18,6.53,34.24,SSP,97.63,Imidacloprid,1.597
Rice,Odisha,Kharif,27.74,68.58,5.66,23.29,DAP,149.72,Imidacloprid,2.929
Sugarcane,Rajasthan,Kharif,31.71,60.04,7.33,37.62,Potash,188.79,Malathion,3.922
Groundnut,Punjab,Zaid,26.13,79.41,5.85,40.93,Gypsum,50.17,Carbendazim,2.622
Sugarcane,Uttar Pradesh,Rabi,25.83,59.42,7.0,31.58,Potash,202.32,Imidacloprid,2.945
Maize,Punjab,Rabi,24.04,65.23,6.19,35.21,Urea,120.97,Lambda-Cyhalothrin,3.034
Groundnut,Uttar Pradesh,Rabi,30.39,64.2,6.13,48.86,Urea,107.31,Carbendazim,2.3
Groundnut,Tamil Nadu,Rabi,28.98,90.06,5.78,25.0,Urea,97.95,Dimethoate,3.847
Groundnut,Bihar,Rabi,27.74,81.56,5.73,20.07,Urea,97.66,Chlorpyrifos,3.405
Cotton,Odisha,Kharif,24.86,61.14,6.08,25.2,NPK,175.16,Imidacloprid,2.459
Cotton,Bihar,Zaid,34.93,69.3,6.5,17.0,NPK,183.79,Buprofezin,2.973
Maize,Rajasthan,Rabi,29.04,67.92,6.5,45.82,Urea,129.09,Lambda-Cyhalothrin,3.334
Maize,Uttar Pradesh,Rabi,32.14,74.67,5.72,49.18,Urea,130.54,Imidacloprid,3.242
Groundnut,Odisha,Zaid,28.53,75.62,7.05,36.49,Gypsum,56.61,Chlorpyrifos,3.366
Maize,Rajasthan,Rabi,28.64,84.2,6.21,33.75,DAP,120.12,Imidacloprid,3.509
Rice,Punjab,Zaid,32.63,83.02,6.34,46.41,Urea,178.27,Chlorpyrifos,5.031
Maize,Rajasthan,Rabi,28.87,80.68,6.74,25.94,Urea,123.77,Lambda-Cyhalothrin,3.911
Groundnut,Tamil Nadu,Rabi,26.97,56.03,5.69,25.91,Gypsum,47.05,Carbendazim,1.675
Sugarcane,Bihar,Kharif,28.83,60.66,7.21,40.01,NPK,241.18,Malathion,3.837
Groundnut,Tamil Nadu,Kharif,30.97,72.84,6.9,53.32,Urea,108.0,Dimethoate,3.103
Sugarcane,Karnataka,Rabi,23.76,87.56,7.39,39.43,Potash,191.19,Chlorpyrifos,5.342
Maize,Karnataka,Zaid,31.02,71.1,6.26,36.88,DAP,113.16,Lambda-Cyhalothrin,3.496
Pulses,Bihar,Kharif,31.66,69.08,5.95,47.87,NPK,91.19,Mancozeb,2.486
Cotton,Maharashtra,Rabi,33.18,85.98,7.2,33.49,Potash,155.46,Imidacloprid,4.183
Wheat,Uttar Pradesh,Kharif,28.23,87.0,7.64,56.71,SSP,122.88,Propiconazole,3.525
Pulses,Uttar Pradesh,Rabi,29.52,66.47,5.94,40.53,DAP,85.71,Thiamethoxam,2.215
Rice,Punjab,Rabi,28.77,71.93,6.0,40.13,MOP,154.94,Cartap Hydrochloride,3.853
Groundnut,Maharashtra,Kharif,30.13,60.25,6.6,25.77,Gypsum,44.86,Carbendazim,1.505
Sugarcane,Uttar Pradesh,Rabi,29.02,58.01,5.58,43.45,Potash,197.41,Malathion,3.708
Sugarcane,Maharashtra,Zaid,32.16,64.3,6.42,28.69,NPK,243.08,Malathion,4.178
Cotton,Rajasthan,Rabi,28.63,56.98,5.82,57.21,Potash,149.16,Buprofezin,2.524
Rice,Punjab,Rabi,27.39,78.98,7.06,19.42,Urea,160.84,Cartap Hydrochloride,3.751
Sugarcane,Karnataka,Rabi,33.45,65.85,6.44,61.59,NPK,250.12,Chlorpyrifos,4.788
Maize,Karnataka,Kharif,39.57,80.43,6.64,51.31,DAP,128.14,Chlorantraniliprole,4.592
Groundnut,Uttar Pradesh,Zaid,36.22,77.3,7.67,14.76,Urea,87.97,Carbendazim,2.812
Mustard,Bihar,Kharif,37.53,75.61,6.52,42.38,SSP,110.45,Imidacloprid,2.95
Pulses,Odisha,Kharif,28.19,87.12,7.05,43.48,DAP,96.68,Mancozeb,3.308
Maize,Rajasthan,Zaid,31.09,86.2,6.32,30.49,DAP,114.92,Imidacloprid,3.593
Mustard,Rajasthan,Kharif,35.58,52.23,6.32,44.63,Compost,72.81,Imidacloprid,2.049
Mustard,Karnataka,Rabi,29.63,84.59,7.04,29.9,Urea,111.83,Carbendazim,2.453
Wheat,Rajasthan,Zaid,26.43,68.42,7.52,5,NPK,129.12,Mancozeb,1.967
Rice,Maharashtra,Rabi,35.26,94.42,5.19,45.07,Urea,161.69,Chlorpyrifos,6.173
Sugarcane,Punjab,Kharif,30.8,59.26,6.81,61.14,NPK,250.31,Malathion,3.985
Wheat,Tamil Nadu,Kharif,30.16,73.88,7.15,55.23,SSP,126.8,Propiconazole,3.188
Cotton,Maharashtra,Kharif,29.38,69.1,6.68,59.88,Compost,112.99,Buprofezin,3.412
Sugarcane,Bihar,Kharif,29.16,85.67,6.45,32.84,Potash,202.2,Malathion,5.335
Mustard,Tamil Nadu,Zaid,28.3,65.65,7.33,37.94,Urea,116.66,Carbendazim,1.393
Mustard,Karnataka,Zaid,39.93,77.83,6.04,60.94,Compost,74.36,Mancozeb,3.473
Wheat,Karnataka,Kharif,30.98,58.44,6.16,28.11,NPK,135.37,Propiconazole,1.568
Cotton,Rajasthan,Kharif,24.09,81.21,5.93,40.43,Compost,111.5,Imidacloprid,3.607
Groundnut,Tamil Nadu,Kharif,25.06,46.62,6.74,41.97,Compost,59.75,Carbendazim,1.567
Sugarcane,Bihar,Kharif,32.25,60.91,5.95,38.81,Urea,234.16,Imidacloprid,3.254
Mustard,Odisha,Zaid,23.64,56.18,6.93,55.5,SSP,102.63,Imidacloprid,1.604
Wheat,Punjab,Rabi,23.01,77.44,6.93,50.33,SSP,120.81,Carbendazim,2.334
Sugarcane,Rajasthan,Kharif,34.31,71.49,5.85,48.71,Urea,244.34,Chlorpyrifos,4.514
Mustard,Maharashtra,Rabi,22.88,62.8,6.54,26.11,Compost,68.59,Carbendazim,1.453
Pulses,Karnataka,Rabi,30.19,71.22,6.48,44.24,NPK,97.6,Imidacloprid,2.011
Cotton,Punjab,Zaid,23.06,58.87,6.87,58.62,Compost,114.3,Imidacloprid,2.571
Mustard,Uttar Pradesh,Rabi,31.32,59.55,7.09,30.51,Compost,60.54,Mancozeb,2.076
Wheat,Maharashtra,Rabi,32.83,86.14,6.14,45.36,Urea,142.24,Carbendazim,3.104
Groundnut,Karnataka,Zaid,27.84,72.23,6.39,46.18,Urea,112.98,Dimethoate,2.863
Mustard,Rajasthan,Zaid,29.25,83.66,6.41,24.06,SSP,106.7,Mancozeb,3.135
Sugarcane,Uttar Pradesh,Rabi,30.35,90.66,7.24,48.28,Potash,200.01,Chlorpyrifos,5.794
Wheat,Karnataka,Zaid,31.46,55.38,5.71,41.83,Urea,117.92,Propiconazole,1.96
Wheat,Karnataka,Rabi,30.31,62.74,6.0,27.68,SSP,110.54,Carbendazim,1.798
Mustard,Bihar,Kharif,24.29,76.84,6.34,41.96,SSP,106.79,Imidacloprid,2.444
Maize,Bihar,Kharif,24.9,58.01,6.83,22.45,DAP,114.67,Lambda-Cyhalothrin,2.266
Sugarcane,Uttar Pradesh,Zaid,25.09,40.78,5.97,34.12,NPK,236.91,Chlorpyrifos,3.501
Groundnut,Uttar Pradesh,Rabi,31.4,68.51,6.66,27.8,Urea,101.82,Dimethoate,2.279
Rice,Maharashtra,Kharif,28.63,62.69,7.82,48.7,Urea,166.05,Cartap Hydrochloride,3.528
Groundnut,Punjab,Rabi,27.06,69.17,5.63,40.17,Gypsum,42.07,Chlorpyrifos,2.966
Sugarcane,Punjab,Kharif,32.76,59.9,6.98,41.64,Potash,192.7,Imidacloprid,3.23
Mustard,Odisha,Rabi,26.98,100,5.48,47.8,Urea,120.34,Imidacloprid,3.826
Pulses,Bihar,Zaid,27.99,71.81,6.15,47.4,NPK,111.51,Mancozeb,2.753
Mustard,Uttar Pradesh,Kharif,29.55,52.39,7.33,23.61,Urea,101.71,Imidacloprid,2.049
Cotton,Tamil Nadu,Kharif,29.9,66.35,7.05,51.45,NPK,185.55,Buprofezin,2.84
Rice,Bihar,Rabi,37.01,61.81,6.97,20.64,MOP,148.08,Cartap Hydrochloride,3.346
Rice,Uttar Pradesh,Zaid,33.03,77.85,5.65,23.93,Urea,157.02,Cartap Hydrochloride,4.199
Wheat,Punjab,Rabi,33.87,63.9,5.89,27.08,SSP,121.76,Propiconazole,2.166
Wheat,Punjab,Zaid,27.88,65.35,6.74,46.56,NPK,144.22,Mancozeb,2.518
Sugarcane,Tamil Nadu,Rabi,29.58,52.67,7.26,56.65,Urea,239.17,Malathion,3.641
Maize,Rajasthan,Zaid,25.62,65.98,7.37,63.72,Urea,127.79,Imidacloprid,2.576
Maize,Odisha,Rabi,25.29,79.7,7.33,38.46,Compost,73.75,Chlorantraniliprole,3.169
Cotton,Rajasthan,Rabi,28.18,67.43,6.36,42.9,Compost,116.7,Imidacloprid,2.866
Cotton,Tamil Nadu,Rabi,25.79,49.07,6.36,57.93,NPK,182.1,Imidacloprid,2.533
Groundnut,Karnataka,Kharif,25.61,61.69,5.4,30.06,Gypsum,47.08,Dimethoate,1.889
Pulses,Karnataka,Zaid,23.47,73.97,6.09,31.43,DAP,78.52,Thiamethoxam,2.171
Groundnut,Maharashtra,Rabi,25.46,71.47,5.78,45.71,Compost,63.81,Chlorpyrifos,3.104
Rice,Karnataka,Rabi,25.83,69.87,5.89,37.02,MOP,142.92,Chlorpyrifos,3.933
Cotton,Punjab,Zaid,27.86,68.9,6.04,29.39,Potash,147.69,Buprofezin,2.933
Mustard,Bihar,Zaid,18.11,73.75,4.77,38.5,SSP,92.16,Imidacloprid,1.942
Pulses,Maharashtra,Rabi,26.07,68.22,6.62,45.99,NPK,108.05,Thiamethoxam,1.984
Groundnut,Uttar Pradesh,Rabi,26.79,61.61,6.92,38.25,Urea,111.22,Chlorpyrifos,2.132
Mustard,Bihar,Kharif,21.08,66.44,6.33,65.39,Compost,70.05,Mancozeb,2.236
Pulses,Punjab,Zaid,26.54,91.8,7.24,24.52,Compost,56.59,Mancozeb,3.22
Wheat,Tamil Nadu,Zaid,28.19,74.13,6.9,36.07,Urea,131.35,Carbendazim,2.339
Cotton,Uttar Pradesh,Kharif,36.63,65.24,6.98,48.75,Potash,150.01,Acephate,3.763
Maize,Punjab,Rabi,32.35,69.56,6.29,62.6,Urea,135.41,Lambda-Cyhalothrin,3.974
Groundnut,Tamil Nadu,Kharif,27.69,69.73,7.49,47.07,Urea,100.94,Dimethoate,2.787
Cotton,Rajasthan,Zaid,22.55,64.94,6.61,41.16,Potash,145.87,Acephate,3.054
Sugarcane,Karnataka,Zaid,25.91,86.32,6.79,28.37,Urea,231.93,Malathion,5.091
Pulses,Odisha,Rabi,35.56,70.75,7.04,46.87,DAP,94.41,Imidacloprid,2.749
Maize,Maharashtra,Zaid,23.37,56.24,6.71,22.42,Compost,72.01,Lambda-Cyhalothrin,2.243
Cotton,Tamil Nadu,Kharif,24.51,59.46,7.96,69.63,NPK,181.76,Buprofezin,2.584
Sugarcane,Uttar Pradesh,Kharif,33.0,55.37,7.05,42.05,NPK,235.01,Malathion,4.114
Wheat,Tamil Nadu,Zaid,24.76,54.14,7.23,32.35,NPK,131.43,Carbendazim,1.439
Sugarcane,Karnataka,Zaid,36.32,86.38,6.9,75.56,Potash,214.02,Imidacloprid,5.005
Pulses,Maharashtra,Zaid,26.6,90.13,5.47,36.27,NPK,99.7,Thiamethoxam,3.396
Cotton,Karnataka,Rabi,39.54,43.16,7.01,50.97,NPK,183.51,Acephate,3.917
Rice,Uttar Pradesh,Zaid,29.14,82.89,6.99,48.02,DAP,156.98,Cartap Hydrochloride,4.835
Mustard,Rajasthan,Zaid,31.37,71.28,6.89,20.6,SSP,98.27,Imidacloprid,2.216
Groundnut,Tamil Nadu,Zaid,31.04,50.21,6.29,29.31,Gypsum,43.36,Dimethoate,2.471
Groundnut,Odisha,Kharif,28.57,65.36,7.28,26.24,Gypsum,47.34,Dimethoate,2.409
Mustard,Punjab,Rabi,29.07,42.73,6.3,45.02,SSP,96.67,Carbendazim,1.516
Cotton,Bihar,Kharif,30.64,88.55,6.17,40.47,Potash,148.65,Buprofezin,4.183
Wheat,Uttar Pradesh,Rabi,32.25,54.63,6.6,17.7,NPK,139.01,Mancozeb,1.975
Maize,Karnataka,Zaid,29.86,58.73,5.88,7.34,Urea,105.4,Imidacloprid,1.891
Pulses,Uttar Pradesh,Zaid,27.56,65.97,5.31,65.99,NPK,98.1,Mancozeb,2.291
Rice,Rajasthan,Kharif,18,69.96,7.19,24.24,MOP,133.77,Imidacloprid,2.851
Wheat,Bihar,Zaid,30.17,63.03,5.62,46.89,NPK,141.69,Propiconazole,2.618
Pulses,Tamil Nadu,Rabi,29.48,66.4,6.53,11.37,DAP,82.73,Thiamethoxam,1.599
Pulses,Uttar Pradesh,Zaid,28.56,77.07,6.41,27.5,Compost,56.71,Mancozeb,2.767
Rice,Karnataka,Rabi,25.87,46.61,6.64,44.84,Urea,157.04,Imidacloprid,2.551
Mustard,Odisha,Zaid,30.94,65.16,7.16,31.7,Urea,108.93,Mancozeb,2.155
Sugarcane,Punjab,Rabi,33.5,54.66,6.42,52.85,Urea,235.58,Imidacloprid,3.745
Cotton,Punjab,Kharif,18,62.21,7.53,29.6,NPK,169.86,Imidacloprid,2.621
Rice,Bihar,Zaid,25.73,65.64,6.67,40.22,MOP,147.88,Cartap Hydrochloride,3.544
Groundnut,Punjab,Zaid,18,79.74,7.19,52.48,Urea,102.53,Dimethoate,3.141
Mustard,Punjab,Rabi,29.32,41.85,5.81,46.76,Urea,114.98,Carbendazim,1.458
Rice,Odisha,Kharif,29.37,80.48,5.61,44.67,MOP,145.81,Imidacloprid,3.837
Maize,Maharashtra,Rabi,29.0,61.45,7.53,49.98,DAP,112.32,Lambda-Cyhalothrin,3.118
Pulses,Punjab,Rabi,30.83,57.11,6.57,17.3,Compost,54.17,Imidacloprid,1.476
Wheat,Karnataka,Kharif,30.01,62.4,6.13,51.1,SSP,124.39,Propiconazole,2.099
Maize,Bihar,Kharif,26.49,73.58,7.0,28.21,Compost,72.51,Imidacloprid,2.876
Sugarcane,Bihar,Zaid,25.15,45.03,7.27,31.42,Urea,219.96,Chlorpyrifos,3.623
Wheat,Tamil Nadu,Rabi,31.34,66.19,6.18,38.2,NPK,137.78,Carbendazim,2.001
Groundnut,Karnataka,Kharif,31.23,39.62,7.2,34.33,Urea,92.39,Dimethoate,2.39
Rice,Maharashtra,Rabi,36.09,80.47,6.68,30.67,Urea,163.36,Cartap Hydrochloride,4.53
Rice,Rajasthan,Rabi,34.5,72.85,5.89,23.37,DAP,149.76,Cartap Hydrochloride,3.961
Pulses,Karnataka,Kharif,25.52,71.1,6.06,37.1,DAP,88.21,Thiamethoxam,2.174
Pulses,Odisha,Kharif,19.77,68.64,5.56,28.73,Compost,48.07,Imidacloprid,1.408
