Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg_per_acre,Pesticide_Name,Pesticide_Amount_kg_per_acre
Jowar,Uttar Pradesh,Rabi,27.57,85.75,6.12,26.57,SSP,96.5,Imidacloprid,2.941
Wheat,Rajasthan,Kharif,28.63,83.76,6.1,33.25,SSP,117.67,Propiconazole,3.103
Sugarcane,Andhra Pradesh,Zaid,32.72,62.18,6.29,37.94,NPK,236.54,Chlorpyrifos,4.102
Jowar,Odisha,Rabi,26.81,53.33,6.26,11.08,SSP,87.41,Chlorpyrifos,1.757
Pulses,Punjab,Kharif,26.11,84.89,6.4,22.02,Compost,55.73,Imidacloprid,2.481
Cotton,Uttar Pradesh,Zaid,27.07,68.59,6.41,63.64,NPK,192.91,Imidacloprid,3.145
Rice,Tamil Nadu,Rabi,23.94,66.38,7.62,36.81,MOP,139.04,Chlorpyrifos,3.112
Potato,Andhra Pradesh,Kharif,21.55,76.53,5.91,33.85,Urea,193.86,Cartap Hydrochloride,3.309
Groundnut,West Bengal,Rabi,31.45,71.45,6.65,12.62,Urea,97.64,Carbendazim,2.153
Groundnut,Maharashtra,Rabi,23.92,70.89,6.31,47.24,Gypsum,53.75,Chlorpyrifos,2.547
Wheat,Karnataka,Zaid,28.27,39.41,6.91,42.13,SSP,115.75,Carbendazim,1.406
Jowar,Odisha,Zaid,26.03,66.71,6.86,48.29,Urea,109.01,Chlorpyrifos,2.11
Pulses,Karnataka,Kharif,31.37,59.39,6.88,46.18,Compost,54.74,Mancozeb,2.057
Mustard,Punjab,Kharif,30.84,64.49,6.34,36.46,Compost,67.72,Imidacloprid,1.98
Potato,Rajasthan,Zaid,20.06,96.81,6.76,64.12,MOP,182.49,Cartap Hydrochloride,4.771
Sugarcane,Rajasthan,Zaid,31.72,72.52,7.47,47.75,Potash,196.26,Malathion,4.561
Cotton,Bihar,Kharif,31.1,72.96,7.63,63.82,Potash,146.85,Acephate,3.468
Pulses,Uttar Pradesh,Zaid,24.93,84.69,6.25,40.29,NPK,98.13,Thiamethoxam,2.681
Groundnut,West Bengal,Rabi,22.56,48.85,6.47,51.83,Gypsum,54.06,Carbendazim,1.644
Pulses,Rajasthan,Zaid,25.78,70.04,5.42,44.2,DAP,83.54,Imidacloprid,1.841
Rice,West Bengal,Rabi,34.87,77.96,6.47,50.8,MOP,154.92,Chlorpyrifos,4.632
Potato,Tamil Nadu,Zaid,24.76,69.85,7.19,39.01,Urea,192.19,Cartap Hydrochloride,2.962
Potato,Rajasthan,Zaid,21.51,64.86,6.2,22.04,MOP,164.38,Carbendazim,1.917
Mustard,Maharashtra,Kharif,27.36,62.99,6.16,70.74,Compost,77.23,Carbendazim,1.797
Mustard,Rajasthan,Kharif,27.43,80.76,6.25,49.01,Compost,72.33,Mancozeb,3.276
Wheat,Rajasthan,Kharif,22.28,58.28,6.86,20.51,Urea,124.15,Carbendazim,1.189
Rice,Karnataka,Zaid,27.69,75.68,6.53,26.45,MOP,141.2,Imidacloprid,3.139
Sugarcane,Bihar,Zaid,28.01,46.59,6.06,33.65,Urea,224.13,Imidacloprid,2.848
Wheat,Andhra Pradesh,Kharif,28.28,62.22,7.02,50.25,Urea,130.68,Carbendazim,1.701
Pulses,Maharashtra,Zaid,23.59,61.97,5.59,77.52,NPK,103.49,Imidacloprid,1.816
Jowar,West Bengal,Rabi,31.0,77.29,6.13,47.33,NPK,114.73,Lambda-Cyhalothrin,3.24
Pulses,Karnataka,Kharif,28.47,78.77,6.55,21.9,NPK,93.78,Mancozeb,2.727
Rice,Odisha,Rabi,25.97,58.64,6.46,60.11,Urea,175.37,Cartap Hydrochloride,2.935
Wheat,Rajasthan,Rabi,27.33,58.94,6.51,61.82,SSP,136.21,Carbendazim,1.749
Sugarcane,Bihar,Zaid,27.95,71.13,6.0,6.55,Potash,190.19,Imidacloprid,3.336
Rice,Bihar,Kharif,20.25,55.68,6.22,48.27,MOP,154.42,Chlorpyrifos,3.324
Cotton,Uttar Pradesh,Zaid,26.54,67.87,5.87,44.99,Compost,99.5,Buprofezin,2.485
Rice,Punjab,Kharif,27.15,59.7,6.91,17.0,DAP,151.76,Imidacloprid,2.532
Maize,West Bengal,Zaid,31.11,67.58,6.2,54.89,Compost,76.49,Imidacloprid,2.793
Rice,Punjab,Kharif,29.45,79.83,5.86,80.61,MOP,171.04,Cartap Hydrochloride,4.249
Rice,Tamil Nadu,Rabi,31.4,65.84,6.38,38.05,MOP,148.74,Cartap Hydrochloride,3.694
Mustard,Uttar Pradesh,Rabi,22.71,77.23,6.45,30.28,Urea,118.99,Mancozeb,2.377
Groundnut,Uttar Pradesh,Kharif,29.35,68.31,5.37,59.82,Gypsum,50.54,Dimethoate,2.688
Groundnut,Odisha,Zaid,28.64,64.84,7.32,39.97,Urea,101.8,Carbendazim,2.042
Jowar,Maharashtra,Zaid,21.26,57.15,6.96,34.01,Urea,98.96,Chlorpyrifos,1.782
Cotton,Bihar,Zaid,33.9,81.46,7.22,41.81,Potash,142.92,Acephate,4.243
Potato,Uttar Pradesh,Zaid,20.53,56.75,6.42,38.74,DAP,182.05,Carbendazim,1.932
Maize,Punjab,Rabi,26.87,66.41,5.73,20.79,DAP,108.4,Imidacloprid,2.4
Groundnut,Odisha,Rabi,27.71,67.94,7.09,76.59,Urea,111.21,Carbendazim,2.104
Rice,Rajasthan,Zaid,29.11,49.42,4.97,28.08,DAP,137.43,Chlorpyrifos,3.211
Sugarcane,Odisha,Kharif,33.25,66.09,6.99,49.89,Urea,247.46,Malathion,4.294
Jowar,Andhra Pradesh,Kharif,33.28,71.12,7.05,38.36,SSP,101.82,Chlorpyrifos,3.043
Maize,Tamil Nadu,Rabi,23.54,69.03,7.19,46.07,Urea,128.66,Lambda-Cyhalothrin,3.228
Maize,West Bengal,Rabi,21.49,76.68,6.67,60.64,Compost,80.84,Imidacloprid,2.882
Groundnut,Bihar,Rabi,30.89,62.49,7.09,51.57,Urea,107.56,Carbendazim,1.854
Mustard,Andhra Pradesh,Zaid,30.03,57.76,5.58,46.08,Urea,107.68,Carbendazim,1.13
Cotton,Andhra Pradesh,Rabi,27.36,62.92,5.89,36.73,Potash,143.8,Acephate,3.111
Cotton,Karnataka,Zaid,35.0,88.55,6.31,20.07,Compost,102.06,Imidacloprid,4.029
Groundnut,West Bengal,Kharif,34.32,55.02,6.92,55.17,Urea,110.17,Dimethoate,2.539
Groundnut,Bihar,Zaid,22.57,65.17,5.99,29.65,Gypsum,47.36,Chlorpyrifos,2.31
Rice,West Bengal,Rabi,28.04,56.28,6.88,46.04,DAP,156.57,Cartap Hydrochloride,3.114
Pulses,Odisha,Zaid,25.45,65.77,6.98,45.24,DAP,86.14,Thiamethoxam,2.042
Maize,Tamil Nadu,Kharif,26.86,61.37,7.09,37.26,Urea,124.09,Lambda-Cyhalothrin,2.6
Potato,Punjab,Rabi,18.4,37.32,6.82,52.7,MOP,175.69,Mancozeb,2.71
Wheat,Maharashtra,Zaid,28.21,79.18,5.38,41.05,SSP,119.71,Carbendazim,2.764
Groundnut,Karnataka,Kharif,21.51,100,6.77,55.66,Urea,109.4,Carbendazim,3.284
Pulses,Karnataka,Kharif,25.98,86.29,5.9,62.92,Compost,60.11,Mancozeb,3.558
Pulses,Tamil Nadu,Rabi,33.15,64.82,6.37,28.54,Compost,60.64,Imidacloprid,1.755
Wheat,Odisha,Zaid,24.15,79.94,6.26,32.36,Urea,134.71,Mancozeb,2.699
Wheat,Punjab,Zaid,25.69,68.74,6.97,23.23,NPK,132.28,Carbendazim,1.789
Jowar,Andhra Pradesh,Zaid,37.46,66.62,6.5,89.0,NPK,133.82,Imidacloprid,2.897
Rice,Andhra Pradesh,Rabi,30.45,71.53,5.03,42.59,Urea,159.43,Chlorpyrifos,4.08
Rice,Bihar,Rabi,29.73,64.23,5.32,44.33,Urea,159.93,Chlorpyrifos,3.459
Jowar,Odisha,Rabi,34.94,63.74,7.44,48.37,SSP,94.51,Imidacloprid,2.058
Maize,Odisha,Rabi,24.48,66.37,6.11,24.89,Urea,116.54,Chlorantraniliprole,2.606
Wheat,Punjab,Rabi,25.87,65.97,5.88,53.26,Urea,140.75,Propiconazole,2.141
Maize,West Bengal,Zaid,25.3,73.45,6.68,35.85,Compost,71.41,Lambda-Cyhalothrin,3.283
Maize,Andhra Pradesh,Zaid,35.1,77.73,5.82,28.84,DAP,115.91,Imidacloprid,3.301
Mustard,West Bengal,Rabi,28.12,46.1,6.6,71.23,SSP,111.25,Mancozeb,1.889
Mustard,Andhra Pradesh,Zaid,26.24,67.22,6.21,49.32,Urea,115.95,Carbendazim,1.641
Potato,Bihar,Kharif,22.29,52.43,6.15,28.19,MOP,172.81,Cartap Hydrochloride,2.422
Wheat,Tamil Nadu,Rabi,22.23,65.6,7.22,50.78,NPK,143.85,Propiconazole,2.27
Wheat,Bihar,Rabi,26.91,82.05,8.0,47.9,Urea,140.84,Carbendazim,2.634
Wheat,Maharashtra,Kharif,32.74,52.19,7.13,40.82,SSP,116.15,Carbendazim,1.998
Cotton,Uttar Pradesh,Zaid,29.9,60.46,5.88,35.42,Potash,139.78,Buprofezin,2.686
Wheat,Karnataka,Kharif,28.27,79.16,6.74,40.32,SSP,122.78,Carbendazim,2.37
Groundnut,Rajasthan,Zaid,25.69,89.4,6.35,12.0,Compost,60.25,Dimethoate,3.26
Pulses,West Bengal,Zaid,28.91,79.53,6.72,60.03,DAP,93.95,Imidacloprid,2.565
Wheat,Uttar Pradesh,Zaid,25.17,54.54,5.91,24.74,NPK,132.17,Carbendazim,1.426
Jowar,Rajasthan,Rabi,34.18,62.99,6.85,45.32,Urea,114.78,Chlorpyrifos,2.321
Potato,West Bengal,Rabi,23.84,72.88,6.77,15.83,DAP,182.62,Carbendazim,2.681
Potato,Tamil Nadu,Rabi,17.89,70.14,7.14,34.38,Urea,200.29,Mancozeb,2.931
Sugarcane,Maharashtra,Rabi,32.22,64.22,6.76,17.98,NPK,241.25,Chlorpyrifos,4.007
Mustard,Uttar Pradesh,Rabi,32.08,63.32,6.22,23.5,SSP,101.49,Carbendazim,1.801
Jowar,West Bengal,Kharif,24.79,72.53,6.95,56.73,NPK,123.9,Chlorpyrifos,2.554
Cotton,Punjab,Zaid,19.19,67.16,6.21,48.33,Compost,111.35,Imidacloprid,2.674
Wheat,Maharashtra,Rabi,26.47,65.93,5.66,45.64,SSP,126.43,Mancozeb,2.283
Cotton,Tamil Nadu,Kharif,26.92,72.06,5.85,53.22,Compost,100.33,Acephate,3.457
Mustard,Punjab,Zaid,31.21,72.47,6.21,42.12,SSP,105.24,Carbendazim,2.278
Wheat,Rajasthan,Zaid,23.82,60.07,6.42,40.26,Urea,134.73,Propiconazole,2.398
Rice,Bihar,Kharif,26.17,82.74,6.37,54.15,DAP,172.72,Imidacloprid,3.664
Sugarcane,Punjab,Zaid,25.93,80.8,6.52,51.05,Potash,198.52,Malathion,4.565
Wheat,Karnataka,Kharif,28.37,78.14,6.35,58.56,SSP,127.55,Mancozeb,3.213
Wheat,Andhra Pradesh,Zaid,23.25,57.17,6.5,48.57,SSP,124.53,Propiconazole,1.878
Rice,Odisha,Rabi,27.8,63.85,6.51,27.24,DAP,151.59,Cartap Hydrochloride,3.319
Groundnut,Bihar,Zaid,27.45,67.65,6.92,31.64,Compost,59.22,Dimethoate,2.34
Maize,Andhra Pradesh,Rabi,25.95,59.96,6.13,60.53,DAP,124.26,Imidacloprid,2.382
Rice,West Bengal,Kharif,27.38,33.23,6.9,44.74,MOP,153.15,Cartap Hydrochloride,3.304
Rice,Odisha,Zaid,26.1,81.9,5.51,56.43,DAP,162.85,Imidacloprid,3.55
Groundnut,Rajasthan,Zaid,34.46,70.2,6.47,59.97,Gypsum,55.59,Carbendazim,2.289
Groundnut,West Bengal,Kharif,26.33,76.96,5.67,48.4,Compost,63.05,Carbendazim,2.469
Wheat,Rajasthan,Rabi,30.44,58.19,6.72,55.48,NPK,153.41,Mancozeb,2.161
Groundnut,West Bengal,Rabi,29.25,70.67,5.97,34.42,Gypsum,48.7,Dimethoate,2.9
Jowar,Rajasthan,Zaid,22.98,83.9,7.92,32.91,SSP,93.94,Chlorpyrifos,2.967
Jowar,Uttar Pradesh,Kharif,18.51,81.31,7.22,32.27,NPK,114.83,Imidacloprid,2.624
Maize,Maharashtra,Zaid,18.37,86.02,6.61,48.3,DAP,120.31,Chlorantraniliprole,3.815
Maize,Karnataka,Zaid,28.75,75.61,6.52,48.44,Urea,127.64,Chlorantraniliprole,3.248
Jowar,Punjab,Zaid,28.34,72.15,6.18,28.91,SSP,95.01,Imidacloprid,2.266
Potato,Punjab,Rabi,23.01,58.89,6.67,56.88,MOP,180.19,Carbendazim,2.106
Maize,Andhra Pradesh,Zaid,26.14,55.4,6.38,22.08,Compost,68.9,Lambda-Cyhalothrin,2.578
Wheat,Rajasthan,Zaid,37.39,62.66,6.54,34.9,Urea,135.46,Propiconazole,2.413
Groundnut,Andhra Pradesh,Kharif,30.26,79.62,6.5,63.63,Compost,71.2,Chlorpyrifos,3.942
Jowar,Maharashtra,Rabi,25.46,57.56,7.34,62.43,SSP,97.39,Lambda-Cyhalothrin,2.22
Rice,Tamil Nadu,Kharif,23.49,79.73,6.4,54.26,MOP,164.73,Cartap Hydrochloride,4.004
Rice,Rajasthan,Zaid,22.3,48.23,6.15,28.76,DAP,144.27,Imidacloprid,2.487
Wheat,Punjab,Kharif,28.34,71.14,6.12,47.67,Urea,139.7,Carbendazim,2.517
Jowar,Tamil Nadu,Rabi,31.46,76.67,6.7,48.46,Urea,115.9,Imidacloprid,2.859
Rice,Maharashtra,Zaid,28.8,81.03,6.06,51.89,MOP,150.65,Cartap Hydrochloride,4.643
Sugarcane,Rajasthan,Zaid,30.72,41.15,7.23,27.94,Potash,193.92,Chlorpyrifos,3.588
Pulses,Tamil Nadu,Rabi,26.88,70.14,6.52,55.25,DAP,98.05,Thiamethoxam,2.245
Sugarcane,Tamil Nadu,Zaid,30.46,73.19,7.09,35.05,Potash,197.56,Malathion,4.534
Sugarcane,Uttar Pradesh,Zaid,30.63,51.22,5.98,29.14,NPK,243.71,Chlorpyrifos,3.633
Pulses,Odisha,Kharif,27.02,68.24,7.23,22.44,DAP,84.72,Thiamethoxam,1.968
Pulses,Andhra Pradesh,Zaid,24.13,57.95,6.42,39.08,DAP,88.82,Imidacloprid,1.551
Pulses,Rajasthan,Kharif,25.03,74.83,7.5,26.94,Compost,51.02,Thiamethoxam,2.045
Cotton,Tamil Nadu,Zaid,23.42,72.61,6.85,31.31,NPK,179.01,Imidacloprid,2.64
Cotton,Maharashtra,Kharif,26.76,74.66,5.59,72.95,Compost,108.2,Buprofezin,3.363
Potato,Uttar Pradesh,Kharif,22.47,74.91,6.5,42.05,DAP,186.66,Mancozeb,3.352
Groundnut,Uttar Pradesh,Kharif,33.88,81.84,6.13,25.64,Gypsum,51.09,Dimethoate,3.531
Rice,Odisha,Kharif,29.43,60.46,6.17,45.64,DAP,159.2,Imidacloprid,2.879
Mustard,Tamil Nadu,Zaid,26.28,52.61,6.31,47.86,SSP,104.05,Mancozeb,1.685
Rice,Rajasthan,Zaid,25.95,61.41,6.18,45.92,Urea,168.74,Chlorpyrifos,2.931
Mustard,Odisha,Rabi,31.22,58.96,6.58,35.85,SSP,105.6,Mancozeb,1.488
Potato,Punjab,Zaid,21.58,62.8,6.76,57.34,MOP,179.14,Mancozeb,2.585
Jowar,West Bengal,Kharif,23.51,56.1,5.95,7.83,SSP,87.7,Chlorpyrifos,1.669
Potato,Rajasthan,Zaid,21.59,71.44,5.56,45.98,Urea,185.98,Cartap Hydrochloride,3.252
Pulses,West Bengal,Zaid,23.05,63.88,6.92,38.39,DAP,85.37,Thiamethoxam,1.503
Wheat,Punjab,Rabi,27.67,67.49,6.59,31.6,SSP,124.87,Carbendazim,2.081
Groundnut,Bihar,Kharif,25.86,74.55,6.63,40.07,Urea,106.74,Carbendazim,2.483
Wheat,West Bengal,Rabi,21.83,69.49,5.87,37.16,SSP,122.64,Carbendazim,1.914
Sugarcane,Rajasthan,Kharif,32.9,56.43,6.69,36.29,Urea,235.83,Malathion,3.832
Sugarcane,Maharashtra,Kharif,32.44,68.55,5.92,32.16,NPK,244.67,Malathion,4.229
Rice,Uttar Pradesh,Zaid,26.21,52.94,6.97,38.51,Urea,156.97,Cartap Hydrochloride,2.867
Jowar,Uttar Pradesh,Kharif,31.57,71.0,6.7,48.75,SSP,102.16,Imidacloprid,2.353
Sugarcane,Andhra Pradesh,Zaid,28.3,72.96,5.97,74.1,Potash,210.04,Imidacloprid,3.511
Mustard,Maharashtra,Rabi,33.55,66.76,6.01,45.97,Urea,124.71,Imidacloprid,2.001
Mustard,Karnataka,Zaid,29.66,70.05,5.5,48.71,Compost,70.1,Mancozeb,2.838
Pulses,Rajasthan,Rabi,27.02,97.9,7.19,46.85,DAP,90.27,Mancozeb,3.885
Mustard,West Bengal,Zaid,22.79,72.38,5.77,51.73,SSP,104.36,Carbendazim,1.777
Rice,Andhra Pradesh,Kharif,26.18,58.24,6.73,34.99,DAP,160.1,Imidacloprid,2.649
Cotton,Karnataka,Rabi,20.74,49.01,5.86,54.01,NPK,182.04,Buprofezin,2.542
Wheat,Rajasthan,Zaid,19.34,68.8,6.56,60.14,NPK,143.77,Mancozeb,2.564
Wheat,West Bengal,Zaid,29.23,46.49,6.62,42.18,SSP,119.97,Mancozeb,2.125
Potato,Uttar Pradesh,Rabi,19.52,65.99,6.72,35.93,Urea,204.52,Mancozeb,2.987
Sugarcane,Andhra Pradesh,Zaid,25.22,63.29,6.54,59.49,Urea,238.99,Malathion,3.509
Pulses,Bihar,Zaid,24.19,61.39,6.25,23.03,NPK,90.81,Mancozeb,1.872
Sugarcane,Bihar,Kharif,26.64,88.28,6.18,45.01,NPK,259.02,Chlorpyrifos,5.403
Jowar,Uttar Pradesh,Kharif,22.31,72.12,6.68,13.92,NPK,109.42,Lambda-Cyhalothrin,2.3
Sugarcane,Rajasthan,Zaid,26.77,92.76,5.63,45.41,Potash,197.54,Malathion,5.413
Pulses,Tamil Nadu,Zaid,25.41,48.5,5.76,67.57,DAP,92.61,Thiamethoxam,1.498
Potato,Rajasthan,Kharif,17.74,56.82,5.75,44.85,Urea,186.8,Mancozeb,2.458
Sugarcane,Andhra Pradesh,Rabi,26.95,62.04,6.19,22.35,Potash,203.09,Imidacloprid,3.104
Pulses,Tamil Nadu,Rabi,32.48,72.61,6.42,36.44,DAP,87.48,Imidacloprid,2.325
Sugarcane,Uttar Pradesh,Kharif,28.92,71.02,6.96,37.53,Potash,206.93,Chlorpyrifos,4.405
Maize,Bihar,Kharif,37.87,52.73,6.45,56.37,DAP,126.09,Chlorantraniliprole,2.972
Sugarcane,Rajasthan,Zaid,34.19,79.11,6.05,42.08,Urea,234.41,Chlorpyrifos,5.029
Cotton,Bihar,Rabi,21.96,70.66,6.38,53.77,NPK,193.29,Acephate,3.234
Sugarcane,Maharashtra,Kharif,25.93,68.51,6.1,55.79,NPK,255.32,Imidacloprid,3.484
Cotton,West Bengal,Kharif,34.04,75.64,7.53,22.14,Potash,136.04,Imidacloprid,3.582
Cotton,Tamil Nadu,Rabi,35.43,59.47,6.03,8.64,Potash,140.35,Imidacloprid,2.513
Mustard,Maharashtra,Rabi,30.84,59.63,6.64,60.46,Compost,76.55,Carbendazim,1.543
Maize,Punjab,Kharif,26.44,71.91,6.26,21.94,DAP,115.66,Imidacloprid,2.611
Mustard,Punjab,Kharif,25.56,74.53,6.88,36.55,SSP,98.98,Carbendazim,2.085
Sugarcane,Punjab,Rabi,26.45,81.92,6.34,26.64,NPK,242.48,Imidacloprid,4.274
Jowar,Karnataka,Zaid,25.81,66.4,6.86,37.44,SSP,97.59,Lambda-Cyhalothrin,2.107
Mustard,Karnataka,Kharif,29.3,71.76,6.77,35.33,SSP,103.09,Mancozeb,2.831
Maize,Uttar Pradesh,Rabi,19.39,60.0,6.59,56.55,DAP,115.32,Imidacloprid,2.243
Pulses,Odisha,Zaid,28.91,71.52,6.31,63.69,NPK,108.1,Thiamethoxam,2.677
Potato,Bihar,Kharif,19.11,54.52,5.13,46.15,DAP,174.6,Cartap Hydrochloride,2.47
Groundnut,Tamil Nadu,Zaid,30.39,44.26,6.81,36.35,Compost,58.69,Chlorpyrifos,2.261
Mustard,Punjab,Kharif,26.4,58.31,6.01,38.96,Urea,110.93,Imidacloprid,1.225
Rice,Maharashtra,Kharif,28.75,73.53,6.9,20.36,DAP,157.59,Chlorpyrifos,3.603
Maize,Bihar,Kharif,32.48,66.35,6.58,44.36,Urea,132.93,Chlorantraniliprole,3.035
Wheat,Uttar Pradesh,Zaid,32.3,58.3,5.96,49.9,NPK,147.07,Propiconazole,2.401
Groundnut,Odisha,Kharif,27.13,68.19,6.12,34.11,Urea,105.79,Carbendazim,1.779
Wheat,Karnataka,Zaid,29.14,57.66,6.13,30.73,SSP,119.01,Mancozeb,1.68
Potato,Tamil Nadu,Kharif,24.12,66.54,6.47,31.9,DAP,179.41,Cartap Hydrochloride,2.443
Potato,Odisha,Rabi,22.46,87.73,6.93,58.12,MOP,193.75,Cartap Hydrochloride,4.36
Sugarcane,Bihar,Rabi,27.32,71.8,6.77,54.9,Urea,232.21,Imidacloprid,3.575
Jowar,West Bengal,Kharif,24.98,51.55,5.65,31.49,Urea,105.34,Imidacloprid,1.708
Potato,Karnataka,Kharif,24.06,77.98,5.74,19.45,DAP,173.54,Cartap Hydrochloride,3.357
Cotton,Bihar,Zaid,32.16,51.49,5.85,28.72,Potash,136.94,Buprofezin,2.479
Cotton,Punjab,Kharif,30.6,65.84,7.52,43.02,Potash,145.39,Imidacloprid,2.966
Mustard,Karnataka,Rabi,25.69,69.69,5.96,41.89,Urea,121.3,Imidacloprid,1.583
Potato,Karnataka,Kharif,22.08,47.28,6.66,47.8,MOP,174.19,Mancozeb,2.216
Potato,Odisha,Kharif,15.67,51.67,6.25,51.25,DAP,191.37,Mancozeb,2.682
Pulses,Punjab,Zaid,22.13,69.0,6.99,19.77,Compost,57.3,Thiamethoxam,1.795
Maize,Uttar Pradesh,Zaid,27.47,81.08,6.7,50.94,Compost,74.6,Chlorantraniliprole,3.756
Maize,Andhra Pradesh,Kharif,23.06,62.36,6.37,40.04,Urea,127.23,Chlorantraniliprole,2.304
Mustard,Rajasthan,Zaid,26.81,71.07,6.72,29.2,Urea,109.65,Mancozeb,2.241
Wheat,Andhra Pradesh,Rabi,26.69,79.9,6.6,45.65,NPK,154.63,Mancozeb,2.955
Potato,West Bengal,Zaid,22.97,61.44,6.07,46.51,DAP,180.16,Carbendazim,2.36
Groundnut,Odisha,Rabi,25.56,80.45,5.67,51.81,Gypsum,51.68,Chlorpyrifos,3.314
Sugarcane,Karnataka,Zaid,30.79,79.55,6.4,32.62,Urea,234.18,Chlorpyrifos,4.905
Sugarcane,Bihar,Rabi,30.78,77.24,6.09,29.61,NPK,242.76,Malathion,4.724
Groundnut,Maharashtra,Zaid,27.44,82.97,6.99,64.59,Compost,65.0,Dimethoate,3.34
Potato,Rajasthan,Zaid,25.39,62.92,6.77,34.68,MOP,172.0,Mancozeb,2.518
Rice,Tamil Nadu,Zaid,27.42,72.76,6.6,71.54,MOP,156.24,Imidacloprid,3.594
Wheat,West Bengal,Zaid,23.72,62.52,7.01,40.96,SSP,112.68,Carbendazim,1.554
Mustard,Odisha,Rabi,26.24,50.5,6.83,49.6,Urea,121.03,Mancozeb,1.765
Maize,Andhra Pradesh,Kharif,21.49,52.45,7.07,49.18,Urea,124.81,Imidacloprid,2.292
Potato,Punjab,Kharif,18.38,76.46,6.1,39.03,DAP,184.14,Mancozeb,3.346
Maize,Tamil Nadu,Kharif,35.14,60.21,7.91,37.68,Compost,71.39,Lambda-Cyhalothrin,2.944
Cotton,Andhra Pradesh,Kharif,33.03,60.0,6.65,48.33,Compost,103.05,Buprofezin,2.637
Mustard,Bihar,Zaid,24.95,78.86,5.52,30.55,Urea,112.59,Mancozeb,2.51
Rice,Karnataka,Rabi,19.44,69.9,7.4,24.43,DAP,143.39,Imidacloprid,3.104
Wheat,Bihar,Zaid,24.64,79.96,5.95,51.27,SSP,126.49,Carbendazim,2.396
Wheat,Punjab,Kharif,27.59,65.15,7.06,34.46,SSP,120.76,Mancozeb,1.9
Cotton,Andhra Pradesh,Kharif,24.6,62.18,6.64,42.4,Potash,146.82,Buprofezin,2.253
Rice,Odisha,Rabi,33.15,48.67,5.61,48.39,Urea,155.1,Chlorpyrifos,3.701
Pulses,Odisha,Kharif,30.23,69.47,6.36,41.88,Compost,58.74,Imidacloprid,2.357
Sugarcane,Punjab,Rabi,31.98,86.75,6.74,24.91,Potash,193.01,Chlorpyrifos,5.056
Jowar,Karnataka,Rabi,30.15,90.55,6.52,40.65,Urea,114.85,Lambda-Cyhalothrin,4.338
Groundnut,Tamil Nadu,Rabi,28.21,66.74,6.94,34.08,Gypsum,50.91,Carbendazim,1.951
Pulses,Maharashtra,Zaid,32.35,55.15,6.75,52.8,NPK,102.4,Mancozeb,2.151
Pulses,Maharashtra,Rabi,15,66.53,6.79,37.69,NPK,93.34,Thiamethoxam,1.989
Maize,West Bengal,Rabi,28.69,66.04,5.54,25.01,Urea,116.46,Imidacloprid,2.192
Pulses,Bihar,Kharif,33.81,63.93,5.43,39.1,Compost,52.24,Mancozeb,2.083
Mustard,West Bengal,Zaid,21.85,66.7,6.33,40.18,Urea,110.44,Mancozeb,2.282
Jowar,Odisha,Kharif,25.9,60.19,6.6,36.74,NPK,114.6,Imidacloprid,1.747
Maize,Maharashtra,Zaid,31.64,61.19,5.65,61.82,Urea,124.2,Imidacloprid,2.811
Sugarcane,Maharashtra,Kharif,30.1,66.2,6.22,57.6,Potash,214.05,Malathion,4.013
Rice,Maharashtra,Rabi,30.87,84.75,6.66,55.9,MOP,152.39,Chlorpyrifos,5.253
Jowar,Andhra Pradesh,Zaid,32.57,74.2,7.71,48.16,SSP,97.21,Chlorpyrifos,3.176
Potato,Rajasthan,Rabi,22.02,65.02,6.5,19.6,DAP,189.57,Cartap Hydrochloride,3.095
Rice,Bihar,Zaid,16.25,54.58,6.86,32.86,DAP,139.7,Chlorpyrifos,2.925
Maize,Tamil Nadu,Zaid,29.15,84.93,6.97,28.94,DAP,108.94,Lambda-Cyhalothrin,3.961
Cotton,Punjab,Kharif,29.32,57.28,7.03,51.35,Potash,144.25,Imidacloprid,2.558
Maize,Bihar,Rabi,22.6,54.12,6.56,53.81,Compost,78.46,Chlorantraniliprole,2.116
Maize,Rajasthan,Kharif,27.71,69.01,5.91,42.38,DAP,115.74,Imidacloprid,2.787
Rice,Maharashtra,Kharif,32.19,67.6,6.9,50.99,DAP,163.85,Cartap Hydrochloride,4.057
Cotton,Karnataka,Zaid,21.67,59.97,6.39,57.41,Compost,108.17,Acephate,2.757
Pulses,Andhra Pradesh,Kharif,35.39,78.69,6.69,39.33,DAP,90.43,Imidacloprid,2.912
Groundnut,Punjab,Zaid,22.76,74.88,5.92,57.72,Compost,60.28,Dimethoate,3.194
Wheat,Bihar,Kharif,31.98,87.39,6.5,38.05,SSP,121.38,Carbendazim,3.209
Potato,Punjab,Zaid,20.34,46.31,6.17,49.09,MOP,170.55,Carbendazim,1.822
Sugarcane,Bihar,Rabi,25.47,87.02,7.47,38.83,Potash,200.44,Chlorpyrifos,4.975
Jowar,Karnataka,Zaid,24.46,71.83,6.6,11.5,NPK,104.47,Imidacloprid,2.033
Rice,Bihar,Kharif,33.08,56.54,7.89,19.71,Urea,158.77,Chlorpyrifos,2.968
Rice,Uttar Pradesh,Zaid,30.64,73.77,5.4,17.46,MOP,134.32,Chlorpyrifos,3.734
